Sr no,College Name,College location,College Location Type (city/ village/ town/ mega city...etc),Type of college (SF/Govt/ GIA),Department (IT/CE/EC/CH/MH/..........),Males-PHD,Males- mtech/ME,Males-Btech,Women-PHD,Women- mtech/ME,Women-Btech,Total Male,Total Female
222,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,WATER MANAGEMENT,2,2,0,1,2,0,4,3
223,"Institute of Infrastructure, Tech., Research & Management (IITRAM), Maninagar, Ahmedabad Near Khokhara Circle, Maninagar (East), Ahmedabad, Gujarat, India - 380026 
  Contact No.: 07971652503 
  Email: office@iitram.ac.in 
  Website: https://iitram.ac.in",Ahmedabad,Mega City,SF,CIVIL ENGINEERING,9,0,0,2,0,0,9,2
224,"Institute of Infrastructure, Tech., Research & Management (IITRAM), Maninagar, Ahmedabad Near Khokhara Circle, Maninagar (East), Ahmedabad, Gujarat, India - 380026 
  Contact No.: 07971652503 
  Email: office@iitram.ac.in 
  Website: https://iitram.ac.in",Ahmedabad,Mega City,SF,COMPUTER AND ELECTRICAL ENGINEERING,11,11,0,1,0,0,22,1
225,"Institute of Infrastructure, Tech., Research & Management (IITRAM), Maninagar, Ahmedabad Near Khokhara Circle, Maninagar (East), Ahmedabad, Gujarat, India - 380026 
  Contact No.: 07971652503 
  Email: office@iitram.ac.in 
  Website: https://iitram.ac.in",Ahmedabad,Mega City,SF,MECHANICAL ENGINEERING,14,14,0,0,0,0,28,0
226,"GIDC Degree Engineering College, Abrama, Navsari Block No 997 Village Abrama Tal Jalalpore Dist Navsari- 396406 Gujarat India 
  Contact No.: 02637229040 
  Email: gidcengcol@gmail.com 
  Website: http://gdec.in/",Abrama,Town,SF,AUTOMOBILE ENGINEERING,0,5,0,0,1,0,5,1
227,"GIDC Degree Engineering College, Abrama, Navsari Block No 997 Village Abrama Tal Jalalpore Dist Navsari- 396406 Gujarat India 
  Contact No.: 02637229040 
  Email: gidcengcol@gmail.com 
  Website: http://gdec.in/",Abrama,Town,SF,CIVIL ENGINEERING,1,7,0,0,3,0,8,3
228,"GIDC Degree Engineering College, Abrama, Navsari Block No 997 Village Abrama Tal Jalalpore Dist Navsari- 396406 Gujarat India 
  Contact No.: 02637229040 
  Email: gidcengcol@gmail.com 
  Website: http://gdec.in/",Abrama,Town,SF,COMPUTER ENGINEERING,0,4,0,0,4,0,4,4
229,"GIDC Degree Engineering College, Abrama, Navsari Block No 997 Village Abrama Tal Jalalpore Dist Navsari- 396406 Gujarat India 
  Contact No.: 02637229040 
  Email: gidcengcol@gmail.com 
  Website: http://gdec.in/",Abrama,Town,SF,ELECTRICAL ENGINEERING,1,7,0,0,3,0,8,3
230,"GIDC Degree Engineering College, Abrama, Navsari Block No 997 Village Abrama Tal Jalalpore Dist Navsari- 396406 Gujarat India 
  Contact No.: 02637229040 
  Email: gidcengcol@gmail.com 
  Website: http://gdec.in/",Abrama,Town,SF,MECHANICAL ENGINEERING,2,9,0,0,0,0,11,0
231,"Shri Labhubhai Trivedi Institute Of Engineering And Technology, Rajkot 
  Kankot, Near Government Engineering College, Kalawad Road, Rajkot – 360005. 
  Contact No.: 0281-2974015 
  Email: info@sltiet.edu.in 
  Website: https://www.sltiet.edu.in/",Rajkot,City,SF,CIVIL ENGINEERING,2,5,3,0,1,0,10,1
232,"Shri Labhubhai Trivedi Institute Of Engineering And Technology, Rajkot 
  Kankot, Near Government Engineering College, Kalawad Road, Rajkot – 360005. 
  Contact No.: 0281-2974015 
  Email: info@sltiet.edu.in 
  Website: https://www.sltiet.edu.in/",Rajkot,City,SF,COMPUTER SCIENCE & ENGINEERING,0,1,4,0,2,1,5,3
233,"Shri Labhubhai Trivedi Institute Of Engineering And Technology, Rajkot 
  Kankot, Near Government Engineering College, Kalawad Road, Rajkot – 360005. 
  Contact No.: 0281-2974015 
  Email: info@sltiet.edu.in 
  Website: https://www.sltiet.edu.in/",Rajkot,City,SF,ELECTRICAL ENGINEERING,0,5,0,0,2,0,5,2
234,"Shri Labhubhai Trivedi Institute Of Engineering And Technology, Rajkot 
  Kankot, Near Government Engineering College, Kalawad Road, Rajkot – 360005. 
  Contact No.: 0281-2974015 
  Email: info@sltiet.edu.in 
  Website: https://www.sltiet.edu.in/",Rajkot,City,SF,MECHANICAL ENGINEERING,3,8,0,0,0,0,11,0
235,"Shri Sadvidhya Mandal Institute Of Tech., Bharuch College Campus, Old National Highway No 8 Bharuch-392001 
  Contact No.: 02642-245864 
  Email: directorsvmit@hotmail.com 
  Website: http://www.svmit.ac.in",Bharuch,City,SF,CHEMICAL ENGINEERING,3,3,0,0,2,0,6,2
236,"Shri Sadvidhya Mandal Institute Of Tech., Bharuch College Campus, Old National Highway No 8 Bharuch-392001 
  Contact No.: 02642-245864 
  Email: directorsvmit@hotmail.com 
  Website: http://www.svmit.ac.in",Bharuch,City,SF,CIVIL ENGINEERING,0,3,1,0,2,0,4,2
237,"Shri Sadvidhya Mandal Institute Of Tech., Bharuch College Campus, Old National Highway No 8 Bharuch-392001 
  Contact No.: 02642-245864 
  Email: directorsvmit@hotmail.com 
  Website: http://www.svmit.ac.in",Bharuch,City,SF,COMPUTER SCIENCE & ENGINEERING,1,2,0,1,9,0,3,10
238,"Shri Sadvidhya Mandal Institute Of Tech., Bharuch College Campus, Old National Highway No 8 Bharuch-392001 
  Contact No.: 02642-245864 
  Email: directorsvmit@hotmail.com 
  Website: http://www.svmit.ac.in",Bharuch,City,SF,ELECTRICAL ENGINEERING,1,3,0,1,3,0,4,4
239,"Shri Sadvidhya Mandal Institute Of Tech., Bharuch College Campus, Old National Highway No 8 Bharuch-392001 
  Contact No.: 02642-245864 
  Email: directorsvmit@hotmail.com 
  Website: http://www.svmit.ac.in",Bharuch,City,SF,MECHANICAL ENGINEERING,2,4,0,0,2,0,6,2
240,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust), Umrakh 
  Vidya Bharti Campus Bardoli - Mota Road, Umrakh, Ta. Bardoli, Dist. Surat, State. Gujarat 
  Contact No.: 09099707878 
  Email: admin@snpitrc.ac.in 
  Website: https://www.snpitrc.ac.in/",Bardoli,Town,SF,CHEMICAL ENGINEERING,3,3,0,1,1,0,6,2
241,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust), Umrakh 
  Vidya Bharti Campus Bardoli - Mota Road, Umrakh, Ta. Bardoli, Dist. Surat, State. Gujarat 
  Contact No.: 09099707878 
  Email: admin@snpitrc.ac.in 
  Website: https://www.snpitrc.ac.in/",Bardoli,Town,SF,CIVIL ENGINEERING,3,12,0,0,9,0,15,9
242,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust), Umrakh 
  Vidya Bharti Campus Bardoli - Mota Road, Umrakh, Ta. Bardoli, Dist. Surat, State. Gujarat 
  Contact No.: 09099707878 
  Email: admin@snpitrc.ac.in 
  Website: https://www.snpitrc.ac.in/",Bardoli,Town,SF,COMPUTER SCIENCE & ENGINEERING,0,9,0,1,4,0,9,5
243,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust), Umrakh 
  Vidya Bharti Campus Bardoli - Mota Road, Umrakh, Ta. Bardoli, Dist. Surat, State. Gujarat 
  Contact No.: 09099707878 
  Email: admin@snpitrc.ac.in 
  Website: https://www.snpitrc.ac.in/",Bardoli,Town,SF,ELECTRICAL ENGINEERING,2,11,0,0,2,1,13,3
244,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust), Umrakh 
  Vidya Bharti Campus Bardoli - Mota Road, Umrakh, Ta. Bardoli, Dist. Surat, State. Gujarat 
  Contact No.: 09099707878 
  Email: admin@snpitrc.ac.in 
  Website: https://www.snpitrc.ac.in/",Bardoli,Town,SF,MECHANICAL ENGINEERING,4,12,0,0,0,0,16,0
245,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti Trust), Umrakh 
  Vidya Bharti Campus Bardoli - Mota Road, Umrakh, Ta. Bardoli, Dist. Surat, State. Gujarat 
  Contact No.: 09099707878 
  Email: admin@snpitrc.ac.in 
  Website: https://www.snpitrc.ac.in/",Bardoli,Town,SF,ELECTRONICS & COMMUNICATION,1,2,0,0,1,0,3,1
246,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat 
  Shree Swami Atmanand Saraswati Vidya Sankul, Kapodra, Varachha Road, Surat-395006. Contact No.: 0261-2573552 
  Email: admin@ssasit.ac.in 
  Website: https://ssasit.ac.in/",Surat,City,SF,CIVIL ENGINEERING,1,6,1,0,3,0,8,3
247,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat 
  Shree Swami Atmanand Saraswati Vidya Sankul, Kapodra, Varachha Road, Surat-395006. Contact No.: 0261-2573552 
  Email: admin@ssasit.ac.in 
  Website: https://ssasit.ac.in/",Surat,City,SF,COMPUTER ENGINEERING,0,3,0,1,9,0,3,10
248,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat 
  Shree Swami Atmanand Saraswati Vidya Sankul, Kapodra, Varachha Road, Surat-395006. Contact No.: 0261-2573552 
  Email: admin@ssasit.ac.in 
  Website: https://ssasit.ac.in/",Surat,City,SF,ELECTRICAL ENGINEERING,1,2,0,0,1,0,3,1
249,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat 
  Shree Swami Atmanand Saraswati Vidya Sankul, Kapodra, Varachha Road, Surat-395006. Contact No.: 0261-2573552 
  Email: admin@ssasit.ac.in 
  Website: https://ssasit.ac.in/",Surat,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,0,4,0,0,2,0,4,2
250,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat 
  Shree Swami Atmanand Saraswati Vidya Sankul, Kapodra, Varachha Road, Surat-395006. Contact No.: 0261-2573552 
  Email: admin@ssasit.ac.in 
  Website: https://ssasit.ac.in/",Surat,City,SF,INFORMATION TECHNOLOGY,0,1,0,0,0,0,1,0
251,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat 
  Shree Swami Atmanand Saraswati Vidya Sankul, Kapodra, Varachha Road, Surat-395006. Contact No.: 0261-2573552 
  Email: admin@ssasit.ac.in 
  Website: https://ssasit.ac.in/",Surat,City,SF,MECHANICAL ENGINEERING,1,11,0,0,0,0,12,0
252,"Smt. S.R. Patel Engg. College, Dabhi, Unjha At & PO : Dabhi , Ta. : Unjha, 
  Contact No.: 09825048617 
  Email: info@srpec.org 
  Website: https://www.srpec.org.in",Dabhi,Village,SF,CIVIL ENGINEERING,1,8,1,1,0,0,10,1
253,"Smt. S.R. Patel Engg. College, Dabhi, Unjha At & PO : Dabhi , Ta. : Unjha, 
  Contact No.: 09825048617 
  Email: info@srpec.org 
  Website: https://www.srpec.org.in",Dabhi,Village,SF,COMPUTER ENGINEERING,1,8,0,0,0,0,9,0
254,"Smt. S.R. Patel Engg. College, Dabhi, Unjha At & PO : Dabhi , Ta. : Unjha, 
  Contact No.: 09825048617 
  Email: info@srpec.org 
  Website: https://www.srpec.org.in",Dabhi,Village,SF,MECHANICAL ENGINEERING,2,4,2,0,0,0,8,0
255,"SMT. SHANTABEN HARIBHAI GAJERA ENGINEERING COLLEGE, Amreli 
  ""Vidyavihar"", Lathi Road, Amreli-365601 Contact No.: 02792220811 
  Email: bec130owner@gtu.edu.in 
  Website: http://www.shgec.org",Amreli,City,SF,AUTOMOBILE ENGINEERING,0,0,1,0,0,0,1,0
256,"SMT. SHANTABEN HARIBHAI GAJERA ENGINEERING COLLEGE, Amreli 
  ""Vidyavihar"", Lathi Road, Amreli-365601 Contact No.: 02792220811 
  Email: bec130owner@gtu.edu.in 
  Website: http://www.shgec.org",Amreli,City,SF,CIVIL ENGINEERING,0,1,0,0,0,1,1,1
257,"SMT. SHANTABEN HARIBHAI GAJERA ENGINEERING COLLEGE, Amreli 
  ""Vidyavihar"", Lathi Road, Amreli-365601 Contact No.: 02792220811 
  Email: bec130owner@gtu.edu.in 
  Website: http://www.shgec.org",Amreli,City,SF,COMPUTER ENGINEERING,0,1,1,0,1,0,2,1
258,"SMT. SHANTABEN HARIBHAI GAJERA ENGINEERING COLLEGE, Amreli 
  ""Vidyavihar"", Lathi Road, Amreli-365601 Contact No.: 02792220811 
  Email: bec130owner@gtu.edu.in 
  Website: http://www.shgec.org",Amreli,City,SF,ELECTRICAL ENGINEERING,0,2,1,0,0,0,3,0
259,"SMT. SHANTABEN HARIBHAI GAJERA ENGINEERING COLLEGE, Amreli 
  ""Vidyavihar"", Lathi Road, Amreli-365601 Contact No.: 02792220811 
  Email: bec130owner@gtu.edu.in 
  Website: http://www.shgec.org",Amreli,City,SF,MECHANICAL ENGINEERING,0,3,0,0,0,0,3,0
260,"SMT. SHANTABEN HARIBHAI GAJERA ENGINEERING COLLEGE, Amreli 
  ""Vidyavihar"", Lathi Road, Amreli-365601 Contact No.: 02792220811 
  Email: bec130owner@gtu.edu.in 
  Website: http://www.shgec.org",Amreli,City,SF,,,,,,,,0,0
261,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,BIOTECHNOLOGY,0,1,0,0,2,0,1,2
262,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,CHEMICAL ENGINEERING,3,5,0,1,1,0,8,2
263,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,CIVIL ENGINEERING,2,6,0,0,2,0,8,2
264,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,COMPUTER ENGINEERING,2,7,0,0,4,0,9,4
265,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,ELECTRICAL ENGINEERING,2,8,0,0,1,,10,1
266,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,5,2,0,1,1,0,7,2
267,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,INFORMATION TECHNOLOGY,1,3,0,1,4,0,4,5
268,"V.V.P. Engineering College, Rajkot 
  Vajdi Virda, Kalawad Road, Rajkot -360005 Contact No.: 09173215401 
  Email: vvpedulink@gmail.com 
  Website: https://vvpedulink.ac.in/",Rajkot,City,SF,MECHANICAL ENGINEERING,4,11,0,0,2,0,15,2
269,"VEERAYATAN INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH., Mandvi 
  Haripar, Bhuj Mandvi Highway Tal: Mandvi - Kutch, 370460, Gujarat. 
  Contact No.: 09825372990 
  Email: engg.admission@veerayatan.org 
  Website: https://www.veereng.org/",Mandvi,Town,SF,CIVIL ENGINEERING,0,5,3,0,0,2,8,2
270,"VEERAYATAN INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH., Mandvi 
  Haripar, Bhuj Mandvi Highway Tal: Mandvi - Kutch, 370460, Gujarat. 
  Contact No.: 09825372990 
  Email: engg.admission@veerayatan.org 
  Website: https://www.veereng.org/",Mandvi,Town,SF,COMPUTER ENGINEERING,0,3,0,0,2,0,3,2
271,"VEERAYATAN INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH., Mandvi 
  Haripar, Bhuj Mandvi Highway Tal: Mandvi - Kutch, 370460, Gujarat. 
  Contact No.: 09825372990 
  Email: engg.admission@veerayatan.org 
  Website: https://www.veereng.org/",Mandvi,Town,SF,ELECTRICAL ENGINEERING,0,5,0,0,1,0,5,1
272,"VEERAYATAN INSTITUTE OF ENGINEERING TECHNOLOGY & RESEARCH., Mandvi 
  Haripar, Bhuj Mandvi Highway Tal: Mandvi - Kutch, 370460, Gujarat. 
  Contact No.: 09825372990 
  Email: engg.admission@veerayatan.org 
  Website: https://www.veereng.org/",Mandvi,Town,SF,MECHANICAL ENGINEERING,0,8,2,0,0,0,10,0
273,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,0,1,0,0,1,0,1,1
274,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,CIVIL ENGINEERING,4,9,1,0,0,0,14,0
275,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,COMPUTER ENGINEERING,4,7,0,0,6,1,11,7
276,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,ELECTRICAL ENGINEERING,2,2,0,0,0,0,4,0
277,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,INFORMATION & COMMUNICATION TECHNOLOGY,1,3,0,0,1,1,4,2
278,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,INFORMATION TECHNOLOGY,1,4,0,0,2,0,5,2
279,"Sankalchand Patel College Of Engg., Visnagar (Constituent Institute of Sankalchand Patel University) 
  Sankalchand Patel Vidyadham, Visnagar Contact No.: 09727232008 
  Email: fet.spce@spu.ac.in 
  Website: https://spcevng.ac.in/",Visnagar,City,SF,MECHANICAL ENGINEERING,1,8,1,0,0,0,10,0
280,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,CHEMICAL ENGINEERING,0,4,0,2,1,0,4,3
281,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,CIVIL ENGINEERING,2,2,0,4,10,0,4,14
282,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,COMPUTER ENGINEERING,2,6,0,4,11,0,8,15
283,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,ELECTRICAL ENGINEERING,5,2,1,1,4,0,8,5
284,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,6,2,0,3,2,0,8,5
285,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,INFORMATION TECHNOLOGY,1,6,0,3,10,0,7,13
286,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,"INSTRUMENTATION & CONTROL 
  ENGINEERING",2,1,0,1,2,0,3,3
287,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,MECHANICAL ENGINEERING,3,10,0,1,1,0,13,2
288,"Sarvajanik College Of Engg. & Tech. , Surat (Constituent Institute of Sarvajanik University) Dr. R. K. Desai Marg, Opp. Mission Hospital, Athwalines, Surat 
  Contact No.: 0261-2240146 
  Email: info@scet.ac.in 
  Website: https://scet.ac.in/",Surat,City,SF,TEXTILE TECHNOLOGY,2,1,0,2,0,0,3,2
289,"School of Engineering - Indrashil University, Kadi (Constituent Institute of Indrashil University) At & Po: Rajpur, Taluka: Kadi, Ahmedabad-Mehsana Highway, Gujarat, India. Pincode-382740 Contact No.: 06359102727 
  Email: admission@indrashiluniversity.edu.in Website: https://indrashiluniversity.edu.in/",Kadi,Town,SF,CHEMICAL & BIOCHEMICAL ENGINEERING,4,0,0,0,0,0,4,0
290,"School of Engineering - Indrashil University, Kadi (Constituent Institute of Indrashil University) At & Po: Rajpur, Taluka: Kadi, Ahmedabad-Mehsana Highway, Gujarat, India. Pincode-382740 Contact No.: 06359102727 
  Email: admission@indrashiluniversity.edu.in Website: https://indrashiluniversity.edu.in/",Kadi,Town,SF,COMPUTER SCIENCE & ENGINEERING,2,2,0,0,2,0,4,2
291,"School of Engineering - Indrashil University, Kadi (Constituent Institute of Indrashil University) At & Po: Rajpur, Taluka: Kadi, Ahmedabad-Mehsana Highway, Gujarat, India. Pincode-382740 Contact No.: 06359102727 
  Email: admission@indrashiluniversity.edu.in Website: https://indrashiluniversity.edu.in/",Kadi,Town,SF,MECHANICAL ENGINEERING,3,0,0,0,0,0,3,0
292,"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia,Bharuch (Constituent Institute of UPL UNIVERSITY OF SUSTAINABLE TECHNOLOGY) BLOCK NO-402, AT-PO-VATARIA, VALIA 
  ANKLESHWAR ROAD 
  Contact No.: 09712177799 
  Email: admin@upluniversity.ac.in 
  Website: https://upluniversity.ac.in",Vataria,Village,SF,CHEMICAL ENGINEERING,7,6,1,2,2,1,14,5
293,"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia,Bharuch (Constituent Institute of UPL UNIVERSITY OF SUSTAINABLE TECHNOLOGY) BLOCK NO-402, AT-PO-VATARIA, VALIA 
  ANKLESHWAR ROAD 
  Contact No.: 09712177799 
  Email: admin@upluniversity.ac.in 
  Website: https://upluniversity.ac.in",Vataria,Village,SF,CHEMICAL TECHNOLOGY,2,2,0,0,1,0,4,1
294,"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia,Bharuch (Constituent Institute of UPL UNIVERSITY OF SUSTAINABLE TECHNOLOGY) BLOCK NO-402, AT-PO-VATARIA, VALIA 
  ANKLESHWAR ROAD 
  Contact No.: 09712177799 
  Email: admin@upluniversity.ac.in 
  Website: https://upluniversity.ac.in",Vataria,Village,SF,COMPUTER ENGINEERING,0,2,1,0,9,3,3,12
295,"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia,Bharuch (Constituent Institute of UPL UNIVERSITY OF SUSTAINABLE TECHNOLOGY) BLOCK NO-402, AT-PO-VATARIA, VALIA 
  ANKLESHWAR ROAD 
  Contact No.: 09712177799 
  Email: admin@upluniversity.ac.in 
  Website: https://upluniversity.ac.in",Vataria,Village,SF,ELECTRICAL ENGINEERING,0,6,1,1,1,0,7,2
296,"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia,Bharuch (Constituent Institute of UPL UNIVERSITY OF SUSTAINABLE TECHNOLOGY) BLOCK NO-402, AT-PO-VATARIA, VALIA 
  ANKLESHWAR ROAD 
  Contact No.: 09712177799 
  Email: admin@upluniversity.ac.in 
  Website: https://upluniversity.ac.in",Vataria,Village,SF,ENVIRONMENTAL SCIENCE & TECHNOLOGY,2,5,0,1,5,0,7,6
297,"Shroff S.R.Rotary Inst. Of Chemical Technology, Vatatia,Bharuch (Constituent Institute of UPL UNIVERSITY OF SUSTAINABLE TECHNOLOGY) BLOCK NO-402, AT-PO-VATARIA, VALIA 
  ANKLESHWAR ROAD 
  Contact No.: 09712177799 
  Email: admin@upluniversity.ac.in 
  Website: https://upluniversity.ac.in",Vataria,Village,SF,MECHANICAL ENGINEERING,3,8,1,0,2,0,12,2
298,"Vidush Somany Institute Of Tech. & Res., Kadi (Constituent Institute of Kadi Sarva 
  Vishwavidyalaya) 
  Sarva Vidyalaya Campus, B/h Railway Station, Kadi 382715 North Gujarat, India 
  Contact No.: 02764297815 
  Email: vsitr@ksv.ac.in 
  Website: http://www.vsitr.ac.in/",Kadi,Town,SF,COMPUTER ENGINEERING,1,3,0,1,2,0,4,3
299,"Vidush Somany Institute Of Tech. & Res., Kadi (Constituent Institute of Kadi Sarva 
  Vishwavidyalaya) 
  Sarva Vidyalaya Campus, B/h Railway Station, Kadi 382715 North Gujarat, India 
  Contact No.: 02764297815 
  Email: vsitr@ksv.ac.in 
  Website: http://www.vsitr.ac.in/",Kadi,Town,SF,COMPUTER SCIENCE & ENGINEERING,0,4,0,0,2,0,4,2
300,"Vidush Somany Institute Of Tech. & Res., Kadi (Constituent Institute of Kadi Sarva 
  Vishwavidyalaya) 
  Sarva Vidyalaya Campus, B/h Railway Station, Kadi 382715 North Gujarat, India 
  Contact No.: 02764297815 
  Email: vsitr@ksv.ac.in 
  Website: http://www.vsitr.ac.in/",Kadi,Town,SF,INFORMATION TECHNOLOGY,0,2,0,0,4,0,2,4
301,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,AUTOMOBILE ENGINNERING,1,0,0,0,0,0,1,0
302,"Ahmedabad Institute Of Tech, Ahmedabad beside Vasant nagar Township,Gota Ognaj road,Off Gota Cross roads Ahmedabad                    
Contact No.: 02717241132 
 Email: info@aitindia.in ",Ahmedabad,Mega City,SF,CIVIL ENGINEERING,0,0,0,0,2,0,0,2
